Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Moisture,Global H Moisture,Neighbourhood H Moisture,Protein,Global H Protein,Neighbourhood H Protein,Fat,Global H Fat,Neighbourhood H Fat,SFA,Global H SFA,Neighbourhood H SFA,t-statistics SFA,Carbs,Collagen,Global H Collagen,Neighbourhood H Collagen,t-statistics Collagen,Salt,Global H Salt,Neighbourhood H Salt,t-statistics Salt,Salt Na,Global H Salt Na,Neighbourhood H Salt Na,Water activity,Global H Water activity,Neighbourhood H Water activity,Ash,Global H Ash,Neighbourhood H Ash,L,a,b,Energy kJ_100g,Energy_kcal_100g
7/8/2022 2:27:40 PM,5-4. Duck (Medium cup),,Normal,1月1日,,FoodScan 2,91880802,23.4,16.53,6.91,41.59,17.6,7.55,-10.02,17.17,6.85,-6.75,39.47,18.85,-3.07,43.09,1.07,22.82,9.19,-0.86,-1.24,25.41,9.91,-2.48,0.37,83.24,70.18,0.86,102.83,86.5,1.94,33.5,17.38,31.2,19.5,15.2,1069,249
7/8/2022 2:28:21 PM,5-4. Duck (Medium cup),,Normal,1月2日,,FoodScan 2,91880802,23.62,16.18,6.73,41.55,17.32,7.42,-10.01,16.82,6.65,-6.88,39.18,18.67,-3.1,42.9,1.07,22.15,8.76,-0.86,-1.2,25.01,9.8,-2.46,0.37,81.68,69.19,0.86,101.57,85.25,1.94,33.09,17.1,30.6,19.4,15.3,1065,248
7/8/2022 2:28:47 PM,5-4. Duck (Medium cup),,Normal,1月3日,,FoodScan 2,91880802,23.59,15.99,6.59,42.2,17.28,7.24,-9.9,16.63,6.77,-6.65,39.21,18.61,-3.04,42.18,1.07,22.42,8.95,-0.86,-1.07,25.07,9.92,-2.35,0.53,80.7,68.07,0.86,99.85,83.88,1.94,33.09,17.13,31.9,20,16.1,1068,248
7/8/2022 2:30:10 PM,5-4. Duck (Medium cup),,Normal,1-1-PD,,FoodScan 2,91880802,25.97,17.63,6.41,43.93,17.56,6.63,-10.9,18.84,6.27,-0.91,39.15,18.9,-1.54,39.02,0.65,22.36,8.84,-1.23,0.75,25.42,7.17,-0.88,0.63,156.04,139.94,0.79,110.18,92.38,1.99,26.69,14.63,31.6,18.1,14,1007,234
7/8/2022 2:30:37 PM,5-4. Duck (Medium cup),,Normal,1-2-PD,,FoodScan 2,91880802,25.52,16.87,5.8,43.79,16.84,6.02,-10.75,18.08,5.71,-1.25,38.21,18.38,-1.63,39.38,0.39,21.73,8.54,-1.46,0.43,24.6,6.98,-1.15,0.74,153.58,137.58,0.79,114.78,96.22,2.06,26,14.14,31.6,18.1,14.1,1016,236
7/8/2022 2:31:05 PM,5-4. Duck (Medium cup),,Normal,1-3-PD,,FoodScan 2,91880802,26.38,17.49,6.25,42.32,17.35,6.42,-10.99,18.64,6.1,-0.91,38.81,18.66,-1.54,39.89,0.98,22.52,8.94,-0.94,0.68,25.53,6.97,-0.94,0.75,154.24,138.2,0.78,110.79,92.79,2.4,26.69,14.59,31.8,17.8,13.9,991,230
7/8/2022 2:34:39 PM,5-4. Duck (Medium cup),,Normal,1-1-CO-PD,,FoodScan 2,91880802,68.77,0.54,0.08,7.25,0.57,0.09,-1.35,0.47,0.06,2.46,0.87,0.03,-0.67,23.04,0.61,0.39,0,-1.27,1.87,0.2,0.03,0.02,3.8,15.67,11.03,0.93,10.13,6.17,2.28,1.04,0.31,81.8,5,23.3,465,109
7/8/2022 2:35:18 PM,5-4. Duck (Medium cup),,Normal,1-2-CO-PD,,FoodScan 2,91880802,68.79,0.54,0.08,7.25,0.57,0.09,-1.33,0.47,0.06,2.45,0.87,0.03,-0.67,23.01,0.6,0.39,0,-1.27,1.91,0.2,0.03,0.05,3.82,15.6,10.97,0.93,10.09,6.15,2.29,1.04,0.31,81.2,4.9,23.6,465,109
7/8/2022 2:35:43 PM,5-4. Duck (Medium cup),,Normal,1-3-CO-PD,,FoodScan 2,91880802,68.74,0.54,0.07,7.23,0.57,0.09,-1.33,0.47,0.07,2.45,0.87,0.03,-0.67,23.1,0.61,0.39,0,-1.27,2.01,0.19,0.03,0.13,3.81,15.64,11.01,0.93,10.13,6.19,2.26,1.05,0.31,81.4,5,23.8,467,109
7/8/2022 2:48:03 PM,5-4. Duck (Medium cup),,Normal,1-1-CO-M,,FoodScan 2,91880802,68.19,0.51,0.03,7.93,0.51,0.04,-0.8,0.42,0.03,-0.3,0.96,0.05,-1.38,22.66,0.46,0.42,0,-1.4,1.58,0.19,0.01,-0.22,3.73,4.81,1.82,0.96,5.05,1.75,2.01,0.91,0.35,82.7,4.2,22.4,491,115
7/8/2022 2:48:36 PM,5-4. Duck (Medium cup),,Normal,1-2-CO-M,,FoodScan 2,91880802,68.21,0.51,0.03,7.92,0.51,0.04,-0.78,0.42,0.03,-0.3,0.96,0.05,-1.38,22.64,0.47,0.42,0,-1.39,1.55,0.19,0.01,-0.24,3.71,4.8,1.82,0.96,5.02,1.74,2.01,0.91,0.35,82.4,4.2,22.5,491,115
7/8/2022 2:49:00 PM,5-4. Duck (Medium cup),,Normal,1-3-CO-M,,FoodScan 2,91880802,68.25,0.51,0.03,7.95,0.51,0.04,-0.73,0.42,0.03,-0.27,0.94,0.05,-1.38,22.51,0.44,0.42,0,-1.42,1.6,0.19,0.01,-0.2,3.74,4.77,1.81,0.96,5,1.76,2.02,0.91,0.35,82.4,4.1,22.5,491,115
8/16/2022 10:29:19 AM,5-4. Duck (Medium cup),,Normal,Duck-A1-1-1,,FoodScan 2,91880802,75.49,0.36,0.05,24.77,0.38,0.03,1.64,0.35,0.05,0.9,1.07,0.08,-1.07,0,1,0.54,0.03,-0.93,0.52,1.21,0.2,-1.07,-0.16,14.11,8.92,1,2.5,1.98,1.51,0.35,0.1,40.5,16.3,10.2,482,114
8/16/2022 10:37:56 AM,5-4. Duck (Medium cup),,Normal,Duck-A1-2,,FoodScan 2,91880802,74.56,0.49,0.04,24.96,0.54,0.04,1.81,0.48,0.04,1.01,1.51,0.1,-1.04,0,1,0.77,0.02,-0.93,0.53,1.62,0.35,-1.06,-0.06,17.6,13.33,1,2.92,1.94,1.62,0.56,0.17,36.7,15.8,8.7,491,116
8/16/2022 10:49:15 AM,5-4. Duck (Medium cup),,Normal,Duck-B1-1,,FoodScan 2,91880802,73.76,0.84,0.07,23.39,0.9,0.07,2.33,0.77,0.07,1.03,1.88,0.18,-1.04,0,1.25,1.46,0.03,-0.7,0.68,2.51,0.28,-0.94,-0.8,40.5,29.45,0.99,7,3.39,2.17,0.77,0.15,35.3,16.8,8.2,484,115
8/16/2022 10:50:21 AM,5-4. Duck (Medium cup),,Normal,Duck-B1-2,,FoodScan 2,91880802,73.62,0.87,0.07,23.33,0.93,0.07,2.4,0.8,0.06,1.05,1.91,0.17,-1.03,0,1.3,1.51,0.02,-0.66,0.68,2.57,0.27,-0.94,-0.81,41.91,30.69,0.99,7.26,3.53,2.24,0.8,0.16,35.2,16.5,7.9,485,115
8/16/2022 10:50:49 AM,5-4. Duck (Medium cup),,Normal,Duck-B1-3,,FoodScan 2,91880802,73.62,0.87,0.07,23.34,0.93,0.07,2.4,0.8,0.07,1.04,1.9,0.17,-1.04,0,1.28,1.51,0.02,-0.68,0.72,2.57,0.27,-0.91,-0.81,41.87,30.68,0.99,7.25,3.52,2.26,0.8,0.16,35.2,16.5,7.9,486,115
8/16/2022 10:58:11 AM,5-4. Duck (Medium cup),,Normal,Duck-A1-1-2,,FoodScan 2,91880802,75.11,0.45,0.05,24.42,0.5,0.04,1.78,0.44,0.05,1.02,1.36,0.07,-1.04,0,1.12,0.64,0.02,-0.82,0.37,1.47,0.29,-1.19,-0.13,16.12,11.87,1,2.76,2.19,1.38,0.48,0.12,39.9,15.6,10.2,481,114
8/16/2022 10:58:31 AM,5-4. Duck (Medium cup),,Normal,Duck-A1-1-3,,FoodScan 2,91880802,74.99,0.45,0.05,24.44,0.5,0.04,1.78,0.44,0.05,1.02,1.36,0.07,-1.04,0,1.1,0.64,0.02,-0.84,0.4,1.47,0.29,-1.16,-0.13,16.26,12.01,1,2.78,2.17,1.39,0.48,0.12,39.9,15.6,10.3,481,114
8/16/2022 11:10:33 AM,5-4. Duck (Medium cup),,Normal,Duck-C1-1,,FoodScan 2,91880802,74.97,0.57,0.08,25.94,0.58,0.08,1.48,0.49,0.08,0.6,1.04,0.11,-1.15,0,1.3,0.71,0.01,-0.66,1.07,1.79,0.26,-0.63,-1.11,31.32,19.24,1,6.98,4.27,1.84,0.46,0.11,34,17.2,7.7,496,117
8/16/2022 11:10:54 AM,5-4. Duck (Medium cup),,Normal,Duck-C1-2,,FoodScan 2,91880802,74.97,0.57,0.08,25.93,0.58,0.08,1.48,0.49,0.08,0.59,1.04,0.11,-1.15,0,1.3,0.72,0.01,-0.66,1.14,1.79,0.27,-0.57,-1.09,31.49,19.41,1,6.98,4.3,1.85,0.46,0.11,34,17.2,7.7,496,117
8/16/2022 11:11:14 AM,5-4. Duck (Medium cup),,Normal,Duck-C1-3,,FoodScan 2,91880802,74.92,0.57,0.08,25.89,0.58,0.08,1.48,0.49,0.08,0.59,1.05,0.11,-1.15,0,1.29,0.72,0.01,-0.67,1.11,1.79,0.27,-0.59,-1.11,31.59,19.53,1,6.95,4.32,1.77,0.46,0.11,34,17.2,7.7,495,117
8/16/2022 11:24:36 AM,5-4. Duck (Medium cup),,Normal,Duck-D1-1,,FoodScan 2,91880802,74.18,1.7,0.16,22.13,1.72,0.16,2.42,1.56,0.15,0.96,2.07,0.14,-1.06,0,1.08,2.69,0.06,-0.85,0.4,3.85,0.04,-1.17,-1.55,70.75,54.83,0.99,13.98,8.37,3.46,1.34,0.32,29.2,15.7,5.6,466,110
8/16/2022 11:24:57 AM,5-4. Duck (Medium cup),,Normal,Duck-D1-2,,FoodScan 2,91880802,74.21,1.69,0.16,22.19,1.72,0.16,2.4,1.55,0.15,0.95,2.06,0.14,-1.06,0,1.07,2.69,0.06,-0.86,0.36,3.84,0.04,-1.2,-1.55,70.7,54.78,0.99,13.96,8.35,3.46,1.34,0.32,29,15.8,5.6,466,110
8/16/2022 11:25:16 AM,5-4. Duck (Medium cup),,Normal,Duck-D1-3,,FoodScan 2,91880802,74.19,1.69,0.16,22.13,1.72,0.16,2.4,1.55,0.15,0.95,2.07,0.14,-1.06,0,1.08,2.69,0.06,-0.85,0.3,3.85,0.04,-1.25,-1.56,70.84,54.94,0.99,13.98,8.35,3.42,1.34,0.32,29,15.9,5.6,465,110
8/16/2022 11:38:07 AM,5-4. Duck (Medium cup),,Normal,Duck-E1-1,,FoodScan 2,91880802,74.03,1.14,0.08,22.71,1.2,0.08,2.4,1.06,0.08,1.03,2.28,0.17,-1.04,0,1.17,2.02,0.01,-0.77,0.62,3.11,0.14,-0.99,-0.94,50.32,38.55,0.99,9.09,4.69,2.56,1.02,0.23,32.2,15,6.3,475,112
8/16/2022 11:38:30 AM,5-4. Duck (Medium cup),,Normal,Duck-E1-2,,FoodScan 2,91880802,74.11,1.14,0.08,22.67,1.2,0.08,2.35,1.06,0.08,1.02,2.29,0.17,-1.04,0,1.18,2.02,0.01,-0.76,0.51,3.12,0.14,-1.08,-0.96,50.62,38.83,0.99,9.14,4.73,2.59,1.03,0.23,32.1,15,6.3,472,112
8/16/2022 11:38:50 AM,5-4. Duck (Medium cup),,Normal,Duck-E1-3,,FoodScan 2,91880802,74.22,1.14,0.09,22.69,1.21,0.09,2.34,1.06,0.08,1.04,2.29,0.17,-1.04,0,1.18,2.03,0.01,-0.76,0.47,3.12,0.14,-1.11,-0.97,50.95,39.11,0.99,9.22,4.77,2.61,1.03,0.23,32.1,15,6.3,472,112
8/16/2022 2:03:30 PM,5-4. Duck (Medium cup),,Normal,Duck-G-A1-1-1,,FoodScan 2,91880802,75.89,0.47,0.05,23.88,0.52,0.04,1.82,0.49,0.05,1.22,1.31,0.05,-0.99,0,0.7,0.62,0.02,-1.19,0.06,1.42,0.31,-1.44,0.44,10.61,7.73,1,2.37,1.76,1.39,0.62,0.1,46.2,16.3,14.6,473,112
